category,rating,label,text,word_count,excl_count
Kindle_Store_5,3,OR,"This is a quick, heated historical read about a young woman being pressured to marry the right man and a man with no title and no fortune who also happens to love her. Its short, sweet and has sexy moments, but there really isn't much more to it than that. Both characters have appeared briefly in the rest of the series and to be honest I didn't really learn much more about them in this book. Paul is quiet and honorable, Georgina feels trapped by the rules imposed on her and does her best to flout them where she can  which contradicts her previous behavior, where shes been much more prim and proper. If you're looking for a quick read with some Regency flair  including a fun historical outing to see Madame Tussaud's waxworks  and like a bit of sensual heat, then this will likely fit the bill. Certain things were resolved a little too easily for my liking, but that might have been thanks to the short length. Overall its a nice read that unites a couple of minor characters from the series. (I received a free copy of this book in exchange for an honest review.",198,0
Movies_and_TV_5,5,CG,LOVE Matt Damen in this film. The movie is a good one. If you are a fan of the two main,21,0
Books_5,5,OR,I always find her books to be delightful.  She is a very good storyteller & who doesn't enjoy a good story?,21,0
Kindle_Store_5,5,CG,Wonderfully written. Wow I have never read a book by this author before. This is the first book I have read by this author.,24,0
Tools_and_Home_Improvement_5,5,CG,"Great faucet, especially for the price. The only problem is that it comes with a small screw driver.

I had to replace the tool with a different one, so it is not that big of a deal",37,0
Home_and_Kitchen_5,5,CG,"the candles look very nice and have the quality to them.

The only reason I gave it 4 stars is",20,0
Pet_Supplies_5,3,OR,My crazy cats get litter everywhere even with the CatIT domed and covered litter box (which is the best box ever! Really helps to control odors!). I bought this pan mat to see if it would help. There is about 75% less litter on the floor around the box but still some getting on the floor around the mat.  Maybe my cats practicing their long jumps. Maybe they are doing it on purpose because they love to watch me sweep.  The mat is easy to clean and durable.,88,2
Electronics_5,3,OR,"This case has a nice feel, but is rather bulky and does not protect it from falls.  As I learned the hard way, dropping your iPad on one of the corners using this case will cause the screen to shatter.  This offers no real protection to your iPad.",48,0
Pet_Supplies_5,4,OR,This little bed is great for when my little guys want to be warm and snugly!  Great for both cats and small dogs!,23,2
Home_and_Kitchen_5,4,CG,"These are pretty nice sheets.  They are lightweight and comfortable.  I also like the fact that they do not have the embroidery on the sides that you would normally find in other sheets.  I would definitely recommend these sheets.I use this as a ""pumpkin grater"" for my family's Christmas dinner.  It is great for storing fruit and veggies.  I love the fact that it has a ""frozen""",67,0
Toys_and_Games_5,5,OR,"Beautiful dragon, bought him for me but my daughter stole him so guess I need to get another, lol!!",19,2
Pet_Supplies_5,4,OR,The bags are well made and have a hub inside each roll so installation in the holder works easily.,19,0
Books_5,4,OR,"We have an old counting book set to rhyme that became a fast favorite, but I ordered this one to go along with Thomas's ABC Book that Mayhem truly adores, and which has taught him to recognize his alphabet. We read this daily, just after the ABC book, and it has helped Mayhem recognize numbers by sight. He could count aloud to twenty before, but had a tough time recognizing some written numbers. I'm successfully using this book to supplement his preschool math curriculum.",84,0
Movies_and_TV_5,5,OR,"Arrived early, in perfect condition & the story kept MDH & I on the edge of our seats b/c the cast was so endearing & the villains so bad they were good to hiss at!",35,1
Books_5,4,CG,"This could not be called a book, but it is a book. The premise of the story is simple. The protagonists, both good and bad, are in a very dangerous situation. They are in the middle of a horrible war.",40,0
Pet_Supplies_5,4,CG,"Cats like it and use it to chew on the litter box.  I have a large one.I bought this for a friend who has a small dog and she had a very large cat. She had no issues with it, it was perfect for her and she still has no issues with it. It is a bit expensive and I would",61,0
Home_and_Kitchen_5,5,OR,Works so fast. replaced the one I broke.,8,0
Home_and_Kitchen_5,5,OR,"This is cute, the sugar packets are much thinner than this is so I just loaded it up with tea bags and set it next to my kureg. The color is solid black and it has a good weight to it.",41,0
Books_5,5,OR,"This is one of Nora Roberts' best trilogies. If you haven't read it, DO IT NOW! The characters and story line are excellent",23,1
Movies_and_TV_5,3,CG,"Good flick and what can I say, the movie is good. If you have been following the story, you know the movie is worth watching. If you don't, then this is a great movie.",34,0
Tools_and_Home_Improvement_5,3,CG,"Hello I would like to know what the quality of these is.  I have a large collection of other tools and the quality of these tools is excellent.  This is a very good buy.I had this on hand for a couple of years. I was looking for something that would fit my Makita DeWalt 11-volt drill and I was not disappointed.  This is a good tool for the money and I can't complain.  I have a Makita 12V drill and this is the one I have.  I use it everyday for maintenance, drilling holes in wood and building electrical boxes.  I have used it for a couple of years now and it is working just fine.  I would recommend it to anyone.  I would also like to say that it is a great tool for the money.  I have no complaints about this.  I just wish it was a little thicker.  I would also like to say that the end cap is a bit small and small enough to fit my Makita 18v drill.  I would definitely buy this again.  I would also like to say that the adjustable end cap is a bit small and small enough to fit my Makita 18v drill.  I would like to say that the adjustable end cap is a bit small and small enough to fit my Makita 18v drill.

I would like to say that I am very pleased with this tool.  I have used it for a couple of years now and it is still working just fine.  I would recommend it to anyone.  I would also like to say that it is a good tool for the money.  I would also like to say that it is a good tool for",291,0
